UMAP1,UMAP2,ID,height_above,labels_k2,labels_k3,labels_k4,labels_k5,labels_k6,labels_k7,labels_k8,labels_k9,labels_k10
18.958885,-3.615585,7825,0.6096,0,1,1,1,0,1,0,2,2
9.074427,16.394306,7360,1.414272,1,0,0,0,1,0,3,3,3
11.332097,5.579486,4325,0.0,0,1,1,1,0,2,2,0,4
8.978163,1.5760561,3788,0.06096,0,1,1,1,0,2,2,0,1
5.996183,-5.7150316,773,1.5392400000000002,0,1,1,1,0,1,0,8,8
5.883993,14.627377,7259,1.03632,1,0,0,0,1,0,1,1,0
9.954172,11.118728,6227,1.34112,1,0,0,0,1,0,1,1,0
13.336601,11.247474,2805,0.70104,0,2,2,2,2,6,6,6,6
8.42893,17.672686,7230,0.22352,1,0,0,0,1,0,3,3,3
2.0181282,13.03428,6671,0.057912,1,0,0,0,5,5,5,5,5
6.274051,12.113109,7267,0.633984,1,0,0,0,1,0,1,1,0
10.769794,1.0336369,4103,0.82296,0,1,1,1,0,2,2,0,1
7.3599257,1.8413502,3973,0.381,0,1,1,1,0,2,2,0,1
6.302968,11.943681,7237,0.1524,1,0,0,0,1,0,1,1,0
11.599375,-2.1800969,14931,1.905,0,1,1,1,0,1,0,2,2
3.753336,12.15311,5301,1.016,1,0,0,0,5,5,5,5,5
12.396385,23.641756,7477,0.0,1,0,0,4,4,4,4,4,9
5.214834,16.951359,7341,1.106424,1,0,0,0,1,0,3,3,3
11.56789,1.5851082,3757,0.48768,0,1,1,1,0,2,2,0,1
18.970234,-3.6221142,7872,1.22936,0,1,1,1,0,1,0,2,2
6.169613,2.8168557,3327,0.246888,0,1,1,1,0,2,2,0,1
-7.5469913,6.474234,5436,1.09728,1,0,3,3,3,3,7,7,7
17.318092,8.105829,2739,2.130552,0,2,2,2,2,6,6,6,6
10.180199,6.4245415,3642,2.19456,0,1,1,1,0,2,2,0,4
3.2477615,11.61574,5501,0.42672,1,0,0,0,5,5,5,5,5
